"71","P090617005.nex","1","good isolation, DO color cell, Good WhiteNoise subunit data","STA"
"72","M090717001.nex","1","good isolation, color cell, Good WhiteNoise subunit data","STA"
"73","P091217003.nex","1","excellent isolation, luminance simple cell, Good WhiteNoise subunit data","STA"
"74","M092217007.nex","1","excellent isolation, luminance simple cell, Good WhiteNoise subunit data","STA"
"75","P092217003.nex","1","excellent isolation, color cell, Good WhiteNoise subunit Data","STA"
"76","M092617004.nex","1","excellent isolation, luminance simple cell (could be direction selective), good WhiteNoise data","STA"
"77","M092817001.nex","1","excellent isoltion, luminance complex cell, Good Whitenoise subunit data
","PC1"
"78","M100717003.nex","1","excellent isolation, luminance simple cell, Good WhiteNoise subunit Data","STA"
"79","M101717001.nex","1","good isolation, multi-unit, single opponent color cell, Good Whitenoise subunit data","STA"
"80","P102517002.nex","1","excellent isolation, BY color cell, Good Whitenoise subunit data ","STA"
"81","P102517005.nex","1","excellent isolation, BY color cell, Good Whitenoise subunit data ","STA"
"82","P103017006.nex","1","good isolation, center-surround luminance cell, Good Whitenoise data","subunit"
"83","M110617001.nex","1","excellent isolation, color cell has STA and PC1, Good Whitenoise subunit data","subunit"
"84","M111317002.nex","1","excellent isolation, single opponent color cell, Good WhiteNoise Data","STA"
"85","P111317003.nex","1","excellent isolation, single opponent color cell, has STA and PC1, Good WhiteNoise Data","STA"
"86","M111517005.nex","1","excellent isolation, luminance simple cell, Good WhiteNoise data","subunit"
"87","P122017001.nex","1","good isolation, luminance simple cell, Good WhiteNoise Data,  2 subunits + surround 
","STA"
"88","P122817002.nex","1","excellent isolation, luminance simple cell, Good WhiteNoise data, 2 subunits + surround","STA"
"89","P103118002.nex","1","excellent isolation, lime-magenta DO cell, Good WhiteNoise data, 
","STA"
